id,title,source,score,type
12599,Orange: Mirai,Manga,7.45,Movie
12600,Eyedrops,Original,4.73,CM
12601,Nyanko Days,4-koma manga,6.62,TV
12602,Landreaall,Manga,,OVA
12603,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,Visual novel,7.13,OVA
12604,Eyedrops Episode 0,Original,4.86,CM
12605,PePePePengiin,Original,5.43,TV
12606,Overlord Movie 1: Fushisha no Ou,Light novel,7.62,Movie
12607,Minikui Ahiru no Ko,Book,5.95,Movie
12608,Tsubuyaki-tai,Original,,ONA
12609,Tsubuyaki-tai Specials,Original,,Special
12610,Oishi-sa Hajikeru! One Piece,Original,6.25,CM
12611,Isobe Isobee Monogatari Jump Festa Special,Manga,,Special
12615,Zero kara Hajimeru Mahou no Sho,Light novel,7.06,TV
12616,Tenshi no 3P!,Light novel,6.61,TV
12617,Inazuma Eleven: Outer Code,Game,6.81,ONA
12618,Ima no Watashi ni Dekiru Koto...,Original,5.73,ONA
12619,Nikoniko♪Connie-chan,Other,,TV
12620,Nezumi-kun no Kimochi,Book,,OVA
12621,Hikari Sasu Sora e,Original,,OVA
12622,Fushou Shita Senro to Tsuki,Book,,OVA
12623,Tsuki to Azarashi,Book,,OVA
12624,Shima no Kuregata no Hanashi,Original,,OVA
12625,Tomodachi Miitsuketa,Original,,OVA
12626,Kizu-darake no Ringo,Picture book,,OVA
12627,1-ri Botchi no Ookami to 7-hiki no Ko Yagi,Book,,OVA
12628,Santa-san wa Dai Isogashi,Picture book,,OVA
12629,Yot-chan no Fushigina Crayon,Unknown,,OVA
12630,Nippon Mukashibanashi: Sannen Netarou,Other,,OVA
12631,Anime Hachiko Monogatari,Other,,OVA
12632,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",Original,6.26,OVA
12633,Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,Original,6.39,Movie
12634,Kuni-chan no Ikka Ranran,Other,,Movie
12635,Hibike! Euphonium 2 Specials,Original,6.77,Special
12636,GJ8man,Unknown,,ONA
12637,Dochamon Junior 2,Original,,TV
12638,Escha Chron,Other,6.36,ONA
12639,Meiji Tokyo Renka,Visual novel,7.04,TV
12640,Getsuyoubi no Tawawa,Web manga,6.41,ONA
12641,Higanjima X,Manga,5.59,ONA
12642,Forest Fairy Five,Picture book,3.36,TV
12643,Doubutsu Mura no Kodomo-tachi,Original,,Movie
12644,Ryuu no Me no Namida,Picture book,,Movie
12645,Hana Saki Yama,Picture book,,OVA
12646,Belle to Kaijuu Ouji,Book,6.91,Movie
18117,Bravo Dong Dong,Original,,TV
12647,Kimoshiba,Original,,TV
12648,Ohayou! Kokekkou-san,Original,,TV
12649,Pittanko! Nekozakana,Original,,TV
12650,Anime-ban Toukaidou Yotsuya Kaidan,Other,5.94,Special
12651,Miraijin Go Home,Original,,ONA
12652,Osomatsu-san: Ouma de Kobanashi,Manga,7.22,TV Special
12653,Mutsugo to Ouma no Monogatari,Manga,6.09,CM
12654,Shelter (Music),Original,8.31,Music
12655,Miss Monochrome: Music Clips,Original,6.05,Music
12656,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Manga,6.92,Movie
12657,Kimi no Mana wa Rina Witch,Visual novel,6.71,OVA
12658,Wu Kong Dazhan Er Lang Shen,Novel,,Movie
12659,Aqua Kids,Original,,TV
12660,Star Beat!: Hoshi no Kodou,Mixed media,6.88,Music
12661,Cinderella Girls Gekijou,4-koma manga,6.55,TV
12662,Toruru's Adventure,Original,,Movie
12663,"Chotto Ugoku!? ""Futeneko""",Other,,OVA
12682,Ring ni Kakero 1 Pilot,Manga,6.01,OVA
12664,Kai: Geoul Hosu-ui Jeonseol,Book,,Movie
12665,Oushitsu Kyoushi Heine,Manga,7.46,TV
12666,Ninja Bear the Animation★,Original,,TV
12667,"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",4-koma manga,7.41,OVA
12668,Grancrest Senki,Light novel,7.22,TV
12669,Gamers!,Light novel,6.75,TV
12670,High School DxD Hero,Light novel,7.24,TV
12671,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,4-koma manga,6.8,Special
12672,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Light novel,7.72,TV
12673,KiyaKiya,Original,5.86,Movie
12674,Schoolgirl Strikers: Animation Channel,Game,5.72,TV
12675,Kirakira☆Precure A La Mode,Original,7.32,TV
12676,Kamigami no Ki,Original,5.95,TV
12677,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,4-koma manga,6.05,TV
12678,Digimon Adventure tri. 4: Soushitsu,Original,7.28,Movie
12679,Quanzhi Fashi,Novel,7.18,ONA
12680,Precure Dream Stars! Movie,Original,7.04,Movie
12681,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,Game,7.12,Movie
18118,Caibao Xiao Huli,Unknown,,TV
12683,Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,Original,,TV
12684,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,Unknown,,Movie
12685,Ecchi na Shintai Sokutei Anime Edition,Manga,6.28,OVA
12686,Saimin Class,Visual novel,6.36,OVA
12687,Crayon Shin-chan Gaiden: Omocha Wars,Manga,6.67,ONA
12688,Shimajirou no Wow! Movie 5: Shimajirou to Niji no Oasis,Original,,Movie
12689,Mekakucity V's,Mixed media,7.33,Music
12690,Fate/Grand Order: First Order,Game,6.73,TV Special
12691,Hi☆sCoool! SeHa Girls Special,Other,6.11,Special
12692,Chiryokumaru,Original,5.13,ONA
12693,Pokemon XY&Z Specials,Game,7.08,Special
12694,Iwaki Meisei Daigaku,Original,5.53,ONA
12695,Hulaing Babies,Original,5.83,TV
12696,Glass no Kamen desu ga to Z Specials,Manga,,Special
12711,Kimi dake no Boku de Iru kara,Original,6.08,Music
12712,Long Riders! Recap,Manga,5.84,TV Special
12697,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,Game,6.25,TV
12698,Lost Song,Original,6.91,TV
12699,Hikoichi Tonchi Banashi,Other,,Movie
12700,Maki to Kanta to Jiijii to.,Original,,Movie
12701,Pig: Oka no Ue no Dam Keeper,Original,6.91,ONA
12702,Diamond no Ace: Second Season OVA,Manga,7.62,OVA
12703,Alice to Zouroku,Manga,7.1,TV
12704,Himitsukessha Taka no Tsume Specials,Original,,Special
12705,Himitsukessha Taka no Tsume: Christmas Daisakusen,Original,5.52,Special
12706,Cofun Gal no Coffy (TV): Christmas Daisakusen,Original,,Special
12707,Cofun Gal no Coffy (TV) Specials,Original,,Special
12708,Ocha-ken: Hotto Monogatari,Other,,TV
12709,Kyonyuu Reijou MC Gakuen,Visual novel,6.86,OVA
12710,Ocha-ken: Ryokutto Monogatari,Original,,TV
12713,Vatican Kiseki Chousakan,Novel,6.41,TV
12714,Himitsukessha Taka no Tsume Countdown Specials,Original,,Special
12715,Cofun Gal no Coffy Campus Life Specials,Original,,Special
12716,Taka no Tsume x Ballad Katte ni Senden Movie,Original,,ONA
12717,Cofun Gal no Coffy Campus Life: Intro,Original,,ONA
12718,Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,Original,,CM
12719,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Light novel,7.54,Movie
12720,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Light novel,7.79,Movie
12721,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Light novel,7.99,Movie
12722,Citrus,Manga,6.44,TV
12723,Netsuzou TRap,Manga,5.33,TV
12724,Shikkoku no Shaga The Animation,Original,7.31,OVA
12725,Koro-sensei Quest!,Manga,7.03,ONA
12726,Kidou Senshi Gundam Thunderbolt 2nd Season,Manga,7.22,ONA
12727,One Room,Original,5.56,TV
12728,Room Mate,Original,4.73,TV
12729,Yuuki Yuuna wa Yuushabu Shozoku,Manga,6.42,Movie
12730,Taimanin Asagi 3,Visual novel,6.5,OVA
12731,Love Kome: We Love Rice,Original,4.63,TV
12732,Hajimete no Gal,Manga,6.28,TV
12733,Punpun Polka,Original,4.59,Music
12734,Chuuko Video-ya no Onna Tenin X,Manga,5.27,ONA
12735,Balala Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,Original,6.0,TV
12736,Taishou Mebiusline: Chicchai-san,Visual novel,4.74,TV
12737,Hashiri Hajimeta bakari no Kimi ni,Mixed media,6.69,Music
12738,Nanbaka 2,Web manga,7.49,ONA
12892,"Saa, Ketatamashiki Kono Hibi ni",Original,,Special
12739,The Snack World: Hitogirai no Renny,Mixed media,,Movie
12740,SAIGO,Original,,Movie
12741,Hibi no Awa,Original,5.59,Music
12742,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,Light novel,7.47,ONA
12743,Two Tea Two,Original,4.73,Movie
12744,Spring has come!,Original,5.14,ONA
12745,How Low Sympathy,Music,5.68,Music
12746,Rokuko-chan,Original,,Special
12747,Union Union,Original,,Special
12748,Frame Arms Girl,Other,6.37,TV
12749,Overlord Movie 2: Shikkoku no Eiyuu,Light novel,7.68,Movie
12750,Meitantei Conan Movie 21: Karakurenai no Love Letter,Manga,7.68,Movie
12751,Balloon (Music),Music,5.34,Music
12752,Age of Obscure: Boubaku Jidai,Original,5.34,Movie
12893,Kimi to no Tadashii Yakusoku,Original,,Special
12753,Code Geass: Fukkatsu no Lelouch,Original,7.91,Movie
12754,Code Geass: Hangyaku no Lelouch I - Koudou,Original,7.88,Movie
12755,Code Geass: Hangyaku no Lelouch II - Handou,Original,7.65,Movie
12756,Code Geass: Hangyaku no Lelouch III - Oudou,Original,7.97,Movie
12757,Baki,Manga,7.31,ONA
12758,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,Original,7.7,TV
12759,Masou Gakuen HxH Specials,Light novel,6.54,Special
12760,The Reflection,Original,5.12,TV
12761,Mahou Sensei Negima! Tokubetsu Eizou,Manga,6.06,Music
12857,Jitaku Keibiin,Visual novel,6.62,OVA
12762,Kekkai Sensen & Beyond,Manga,7.78,TV
12763,Uma Musume: Pretty Derby PV,Game,6.59,PV
12764,Granblue Fantasy CMs,Game,6.39,CM
12765,Princess Connect!,Game,6.26,ONA
12766,Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season,Original,,TV
12767,Ousama to Nightingale,Book,,Movie
12768,Gijinka de Manabo!,Other,5.27,ONA
12769,Ao no Exorcist: Kyoto Fujouou-hen OVA,Manga,7.1,OVA
12770,Yami Shibai 4,Original,5.81,TV
12771,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Game,6.85,Movie
12772,Geki Drive,Other,4.94,ONA
12785,Death March kara Hajimaru Isekai Kyousoukyoku,Light novel,6.45,TV
12773,Tsukipro The Animation,Mixed media,6.7,TV
12774,Monster Strike: Rain of Memories,Game,6.39,ONA
12775,Platonic Chain: Ansatsu Jikkouchuu,Novel,5.76,Special
12776,Shokugeki no Souma: Ni no Sara OVA,Manga,7.46,OVA
12777,Getsuyoubi no Tawawa Specials,Other,6.57,Special
12778,Star Ocean: Anamnesis,Game,,ONA
12779,Gan Gan Ganko-chan,Other,,TV
12780,Cinderella Girls Gekijou: 5-shuunen Kinen Short Anime,Game,5.94,ONA
12781,Sushi Azarashi,Picture book,,TV
12782,Sagurare Otome The Animation,Manga,6.26,OVA
12783,Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,Visual novel,6.41,OVA
12784,Sakura Quest,Original,7.38,TV
12841,Teekyuu 8 Specials,Manga,5.96,Special
12786,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Other,6.1,Movie
12787,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,Original,5.5,Music
12788,Kenka Banchou Otome: Girl Beats Boys,Game,6.43,TV
12789,Inazma Delivery,Original,6.26,TV
12790,KochinPa! Dainiki,Other,4.47,TV
12791,Seitokai Yakuindomo Movie,4-koma manga,7.82,Movie
12792,Idol Kyousei Sousa,Manga,4.68,OVA
12793,Hei Mao Jing Zhang,Original,5.53,TV
12794,Hei Mao Jing Zhang (1992),Original,5.71,TV
12795,Days: Touin Gakuen-sen!,Manga,7.44,OVA
12796,Pokemon Generations,Game,7.47,ONA
12797,Kidou Senshi Gakuen: G-Reco Koushien,Original,5.34,Special
12798,"Wake Up, Girls! Shin Shou",Original,6.55,TV
12799,Centaur no Nayami,Manga,6.42,TV
12842,Usakame Special,Manga,5.54,Special
12800,Gou-chan.: Moko to Chinjuu no Mori no Nakama-tachi,Original,,Movie
12801,Mukashi Mukashi Momotarou,Other,,Movie
12802,Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi,Visual novel,6.54,OVA
12803,Anata wa Watashi no Mono,Visual novel,6.14,OVA
12804,Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,Original,,Special
12805,Terra Formars: Earth-hen,Manga,6.09,OVA
12806,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,Web manga,6.92,Special
12807,Natsume Yuujinchou Go Specials,Manga,8.32,Special
12808,Koisuru Shirokuma,Manga,6.6,Movie
12809,Yoru wa Mijikashi Arukeyo Otome,Novel,8.18,Movie
12810,"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",Original,5.8,Special
12811,Saint Seiya: Saintia Shou,Manga,5.63,ONA
12812,Pokemon Movie 20: Kimi ni Kimeta!,Game,7.13,Movie
12813,Mary to Majo no Hana,Book,7.26,Movie
12814,Inuyashiki,Manga,7.64,TV
12815,Dive!!,Novel,6.08,TV
12816,Koutetsujou no Kabaneri Movie 3: Unato Kessen,Original,7.69,Movie
12817,Shoukoku no Altair,Manga,7.55,TV
12818,Cheer Danshi!! Specials,Novel,5.86,Special
12819,Ryuu no Haisha,Original,7.36,TV Special
12820,Warau Salesman New,Manga,6.28,TV
12821,Dream Festival! R,Original,6.84,ONA
12858,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,Visual novel,6.59,OVA
18119,Feilong Tian Jiang,Original,,TV
12822,Re:Creators,Original,7.55,TV
12823,Jikan no Shihaisha,Manga,6.3,TV
12824,Boruto: Naruto Next Generations,Manga,6.03,TV
12825,Black Clover,Manga,8.14,TV
12826,Nanatsu no Taizai: Imashime no Fukkatsu,Manga,7.57,TV
12827,Nana Maru San Batsu,Manga,6.66,TV
12828,"Onihei: Sono Otoko, Heizou Hasegawa",Novel,6.43,OVA
12915,Shiseido HG Super Hard,Original,,CM
12829,Natsume Yuujinchou Roku,Manga,8.62,TV
12830,Fushigi Naido,Book,,Movie
12831,"""Parade"" de Satie",Original,5.31,Movie
12832,Made in Abyss,Web manga,8.65,TV
12833,Nagoya Tetsudou Special Movie,Original,5.85,ONA
12834,Kubbe Gachapin Mukku,Picture book,5.26,TV Special
12835,Guomin Laogong Dai Huijia,Novel,6.01,ONA
12836,UQ Holder! Mahou Sensei Negima! 2 OVA,Manga,7.18,OVA
12837,Lostorage Conflated WIXOSS,Card game,7.08,TV
12838,Answer (2016),Manga,7.26,Music
12839,Saiki Kusuo no Ψ-nan 2,Manga,8.42,TV
12840,Garo: Honoo no Kokuin - Yurugaro,Original,5.49,TV
12843,Blend S,4-koma manga,7.26,TV
12844,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,Visual novel,6.59,TV
12845,Giant Robo,Manga,5.81,Special
12846,Bakuon!! no Kobeya,Manga,6.17,Special
12847,Master of Torque: Epilogue,Original,4.94,ONA
12848,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,Light novel,8.02,OVA
12849,Taka no Tsume x Hello Kitty ga Masaka no Collab!,Original,4.99,ONA
12850,MiniGARO,Original,5.21,ONA
12851,MiniGARO Manner Movie,Original,,Movie
12852,Aitata Bocchi,Original,5.47,Special
12853,Such a Good Place to Die,Original,5.63,Movie
12854,Origami of Landscape,Original,5.07,ONA
12855,Sakana no Iu Koto wo Kiku,Original,5.55,Movie
12856,Ballroom e Youkoso,Manga,8.18,TV
12890,Kyou mo Kyou to te Tape wa Mawaru,Original,,Special
12859,Shingeki no Bahamut: Genesis - Short Story,Game,7.12,ONA
12860,Kokekkou-san,Picture book,,TV
12861,Brave Witches: Petersburg Daisenryaku,Original,6.99,Special
12862,3-gatsu no Lion Recap,Manga,6.71,TV Special
12863,Soukyuu no Fafner: Dead Aggressor - The Beyond,Original,7.28,Movie
12864,Zenmaiji-kake no Truffe,Original,5.58,ONA
12865,Mochimochi Panda,Original,,ONA
12866,I Was King,Music,6.49,Music
12867,Ai Uta: Since 2007,Music,5.28,Music
12868,Kawazuno Mekaridoki,Original,5.88,Music
12869,Nekopara OVA,Visual novel,6.93,OVA
12870,Otokonoko ♂ Delivery,Original,5.79,OVA
12871,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,Game,6.26,ONA
12872,Fate/Apocrypha,Light novel,7.19,TV
12873,Capsule Boy,Original,,TV
12874,Kemy Lang Buka Chaka,Original,,TV
12875,Kemy,Original,,TV
12876,Kemy Tamheomdae,Original,,TV
12877,Balala Xiao Mo Xian: Feiyue Cai Ling Bao 2nd Season,Original,5.93,TV
12878,Monster Strike Anime,Game,6.28,ONA
12879,Shin Skyers 5 EX,Unknown,,Special
12880,Hwasan Golae,Original,,Movie
12881,Chou Yuu Sekai: Being the Reality,Web manga,6.13,ONA
12882,Xiong Chumo: Xiari Lianlian Kan,Original,,TV
12883,Xiong Chumo: Qiu Ri Tuantuanzhuan,Original,,TV
12884,Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,Game,5.83,ONA
12885,Hizukuri,Original,,ONA
12886,Kekkon Soudan Sho,Original,5.4,Music
12887,Owara Nai Chinkonka wo Utaou,Original,,Special
12888,Owara Nai Chinkonka wo Utaou: Seinen no Uta,Original,,ONA
12889,Eiyuu ni wa Narenai Bokura Dakara,Original,,Special
12894,Kimi to no Tadashii Yakusoku (2007),Original,,Special
12895,Anata no Katagoshi Chotto Ue,Original,,ONA
12896,Shinmai,Original,,Special
12897,No Shiba no Shiba,Original,,Special
12898,Sukui Agete Kurenai ka,Original,5.0,ONA
12899,Bikkuriman Kids: Theme Fighter Nyander,Other,,ONA
12900,Girls★Battle Aloe Megumi,Original,,TV
12901,Hashi no Ue no Ookami,Picture book,,Movie
12902,Tejina Shi,Original,,Movie
12903,Hitori Shika Inai Jibun,Original,,Movie
12904,Hoshino-kun no Ni Rui-da,Original,,Movie
12905,Kawaijuku Manavis CM,Original,5.16,CM
12906,Choco Kyouju no Oheya,Original,4.65,CM
12907,Benpiyaku Colace,Original,,ONA
12908,Kujira no Kora wa Sajou ni Utau,Manga,7.17,TV
12909,Crocotires Traction AAA,Original,5.2,Movie
12910,Warau Tsuki,Original,,Movie
12911,Sekisou-tai,Original,,Movie
12912,the FLY BanD!,Original,5.03,Special
12913,In Search of Axis,Original,4.6,Special
12914,Samuroid Zero,Original,4.62,Special
18120,Shui De Zhangfu Li De Zui Yuan,Original,,Movie
12917,Junlin Chengxia,Web manga,,ONA
12918,Kaito x Ansa,Original,4.93,TV
12919,Minna no Okayama-ken,Original,,ONA
12920,One Room Special,Original,5.49,Special
12921,"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",Manga,6.57,Special
12922,Sengoku Choujuu Giga: Otsu,Original,5.83,TV
12923,Yareruko! Densha Ecchi,Visual novel,6.64,ONA
12924,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,Other,6.15,TV
12925,Youjo Shenki,Light novel,6.71,ONA
12926,Shita-kiri Suzume (1974),Other,,Movie
12927,Kumo no Gakkou,Novel,,Movie
12928,Mahoujin Guruguru (2017),Manga,7.8,TV
12929,Fussa-shi PR Anime,Original,5.49,ONA
18121,Huixiang,Original,,Movie
12931,Blood Lad: Kanketsu Kinen,Manga,6.49,PV
12932,ChäoS;Child Episode 0,Visual novel,6.22,Special
12933,Rilu Rilu Fairilu: Yousei no Door,Original,7.12,TV
12934,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,Picture book,,Movie
12935,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,Picture book,,Movie
12936,Town Workers,Original,5.95,ONA
12937,Momoiro Bouenkyou Anime Edition,Manga,5.76,OVA
12938,Green Eyes: Ane Kyun! yori The Animation,Manga,6.88,OVA
12939,Chen-Kuro Gakuen,Game,5.45,Movie
12940,Kine-Pass Gekijou,Game,5.47,Movie
12941,Kuro-Nikuru Girls,Game,5.27,ONA
12942,Chein Kuro-Nikuru!!,Game,5.52,Special
12943,Elsword: Ain-ui Gieog Animation,Game,6.01,ONA
12944,Dynamic Chord,Visual novel,4.6,TV
12945,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,Manga,6.62,ONA
12946,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",Original,6.9,Special
12947,Ar:pieL - 6-seosgae-ui Unmyeong,Game,,ONA
12948,Tama Pawns,Original,5.63,ONA
12949,Kuroko no Basket: Oshaberi Shiyou ka,Manga,7.19,Special
12950,Tamashichi!,Original,5.62,ONA
18122,Baiyu Tang,Unknown,,TV
12951,Idol Time PriPara,Game,7.35,TV
12952,Shin Biofermin S,Other,,CM
12953,Yoake Tsugeru Lu no Uta,Original,7.39,Movie
12954,Yukai na Animal Bus,Original,,TV
12955,Tamashii Insert,Manga,6.85,OVA
12956,Yuru Camp△,Manga,8.27,TV
12957,PriPri Chii-chan!!,Manga,6.41,TV
12958,Action Heroine Cheer Fruits,Original,6.53,TV
12959,Cobalt World,Original,6.36,Music
12960,ViVid Strike! Specials,Original,6.66,Special
12961,Susume! Godzilland,Unknown,6.01,OVA
12962,Ningyohime,Book,,Movie
18123,Mogui Xinpian,Novel,,TV
12963,Zo Zo Zo Zombie-kun,Manga,5.18,ONA
12964,Sakura Internet,Original,5.56,CM
12965,Mazinger Z Movie: Infinity,Manga,6.89,Movie
12966,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",Visual novel,5.97,OVA
12967,Tsuki ga Kirei,Original,8.04,TV
12968,Souryo to Majiwaru Shikiyoku no Yoru ni...,Manga,4.69,ONA
12969,Keppeki Danshi! Aoyama-kun,Manga,6.95,TV
12970,Maple Town Monogatari (Movie),Original,,Movie
12971,Dance with Devils: Fortuna,Mixed media,6.29,Movie
12972,Hanitarou desu.,Manga,,TV
12973,Hina Logi: From Luck & Logic,Card game,6.64,TV
12993,Palladium: siroPd Motion Collective,Original,5.8,Music
12974,Crayon Shin-chan Gaiden: Kazokuzure Ookami,Manga,6.78,ONA
12975,Future Card Buddyfight Battsu,Card game,6.57,TV
12976,Sanrio Danshi,Mixed media,6.68,TV
12977,Kitsune Tsuki,Original,6.19,Movie
12978,Haruniwa Ie no 3 Nin-me,Manga,,TV
12979,Ponkotsu Quest x Monsterz,Other,,ONA
12980,Ponkotsu Quest x Gatchaman Special,Other,5.38,ONA
12981,Ponkotsu Quest Specials,Original,,ONA
12982,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,Original,,Special
12983,Konohana no Sakuya Mori,Original,6.03,Movie
12984,This Is My House,Original,,Movie
12985,Kaibutsu Gakushou,Original,5.65,Movie
12986,Pikaia!!,Original,5.86,TV
12987,Gabriel DropOut Specials,Manga,7.62,Special
12988,Cluster A,Music,5.45,Music
12989,Everyday Affair,Music,5.47,Music
12990,Toward Morning,Original,5.69,Music
12991,Tick Tock,Music,5.64,Music
12992,Dance XX,Original,5.58,Music
12994,Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,Game,5.85,ONA
12995,Zoku Touken Ranbu: Hanamaru,Game,7.3,TV
12996,"Wake Up, Girl Zoo! Taiwan de Go!",Original,5.28,Special
12997,Yu☆Gi☆Oh! VRAINS,Card game,6.68,TV
12998,Prism Season,Picture book,5.79,OVA
12999,BanG Dream!: Asonjatta!,Mixed media,7.1,Special
13000,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,Picture book,,Movie
13001,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,Other,5.22,ONA
13002,Kaettekita Dr. Slump: Arale-chan Special,Manga,,Special
13003,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,Manga,5.74,Special
13004,Aho Girl,4-koma manga,6.73,TV
13005,Keijo!!!!!!!! Specials,Manga,6.46,Special
13006,Against,Original,5.18,ONA
13007,Makeruna!! Aku no Gundan!,Manga,5.3,TV
18615,Ludou Wa,Original,,ONA
13009,Buppu na Mainichi,Unknown,,TV
13010,Gakuen Senki Muryou Recap,Original,,TV Special
13011,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,Original,6.29,ONA
13012,Zutto Suki Datta,Manga,5.69,OVA
13013,Monmusu Quest!,Visual novel,6.54,ONA
13014,Beyblade Burst God,Manga,7.07,TV
13015,Tsurezure Children,4-koma manga,7.55,TV
13016,RoboMasters the Animated Series,Original,6.35,TV
13017,Youjo Senki: Senkyou Houkoku,Light novel,6.69,TV Special
13018,Duel Masters (2017),Original,5.61,TV
13019,Through the Windows,Original,5.54,Movie
13020,Calihara no Uta,Original,5.43,Music
13021,Heya (Music),Original,5.19,Music
13022,Cine Mileage Card x Asa da yo! Kaishain,Original,5.28,Special
13023,New Game!!,4-koma manga,7.7,TV
13024,The iDOLM@STER SideM,Game,7.14,TV
13025,Yaiyai Mori no Comic,Original,,ONA
13026,Kekkon wo Iwau Usagi to Tora,Original,,Special
13027,Nenbutsu Monogatari,Other,,OVA
13028,Butten Monogatari,Other,,OVA
13029,Shinran Shounin to Ousha-jou no Higeki,Other,,OVA
13030,Rilu Rilu Fairilu: Mahou no Kagami,Original,7.14,TV
13031,Akindo Sei no Little Peso,Game,,TV
13032,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,Original,5.11,Special
13033,Joubuna Tire!,Original,5.01,Special
13034,Funi Funi Marshmallow,Game,,ONA
13035,Kakegurui,Manga,7.24,TV
13036,Koi to Uso,Web manga,6.49,TV
13037,Yowai Robot to 10 no Story Project,Original,5.56,ONA
13038,Sword of Phantasia,Game,5.57,ONA
13039,Ichinen Buri no The Animation,Manga,6.38,OVA
13055,Yume Oukoku to Nemureru 100-nin no Oujisama: Short Stories,Game,6.04,ONA
13078,Tanoshii Saki Uta Animation,Original,5.64,CM
13159,Ninja Tamamaru: Toukaidou Gojuusan-ji,Original,,TV
13040,Tales of the Rays,Game,6.0,PV
13041,Dongguo Xiaojie,Manga,5.82,ONA
13042,Queen's Blade: Unlimited,Other,5.82,OVA
13043,T7S Longing for Summer Again and Again: Harukaze,Game,6.18,Music
13044,Bungou Stray Dogs: Dead Apple,Manga,7.92,Movie
13045,Yuki no Joou,Book,5.67,Movie
13046,Hakuouki: Otogisoushi Special,Visual novel,6.07,Special
13047,Puru Pom,Game,,ONA
13048,Koi to Byounetsu,Original,5.83,Music
13049,Yoshichirou no Keirei,Original,5.28,Movie
13050,Kyoudai Koguma,Unknown,5.26,Movie
13051,Ookami wa Ookami da,Original,5.12,Movie
13052,Sakana no Kuni,Unknown,5.16,Movie
13053,Gakuen Shinshoku: XX of the Dead,Visual novel,6.49,OVA
13054,Tesapuru da yo! Schedule no Au Hito dake Shuugou!,Original,,Special
13056,Digimon Adventure tri. 5: Kyousei,Original,7.16,Movie
13057,Yarimoku Beach ni Shuugakuryokou de!! The Animation,Manga,7.13,OVA
13058,Killing Bites,Manga,6.55,TV
13059,Jigoku Shoujo: Yoi no Togi,Original,6.61,TV
13060,Senga Tsubo,Unknown,5.36,Movie
13061,Hakubo,Original,6.53,Movie
