id,title,source,score,type
1,Cowboy Bebop,Original,8.75,TV
2,Cowboy Bebop: Tengoku no Tobira,Original,8.38,Movie
3,Trigun,Manga,8.22,TV
4,Witch Hunter Robin,Original,7.24,TV
5,Bouken Ou Beet,Manga,6.93,TV
6,Eyeshield 21,Manga,7.92,TV
7,Hachimitsu to Clover,Manga,7.99,TV
112,GetBackers,Manga,7.57,TV
8,Hungry Heart: Wild Striker,Manga,7.55,TV
9,Initial D Fourth Stage,Manga,8.17,TV
10,Monster,Manga,8.88,TV
11,Naruto,Manga,7.99,TV
12,One Piece,Manga,8.72,TV
13,Tennis no Oujisama,Manga,7.85,TV
14,Ring ni Kakero 1,Manga,6.41,TV
1876,To Heart 2 Special,Visual novel,6.34,Special
15,School Rumble,Manga,7.89,TV
16,Sunabouzu,Manga,7.37,TV
17,Texhnolyze,Original,7.76,TV
18,Trinity Blood,Light novel,7.29,TV
19,Yakitate!! Japan,Manga,7.91,TV
20,Zipang,Manga,7.48,TV
137,Maria-sama ga Miteru,Light novel,7.29,TV
21,Shinseiki Evangelion,Original,8.35,TV
22,Shinseiki Evangelion Movie: Shi to Shinsei,Original,7.47,Movie
23,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Original,8.55,Movie
24,Kenpuu Denki Berserk,Manga,8.58,TV
25,Koukaku Kidoutai,Manga,8.27,Movie
26,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Manga,8.7,OVA
27,Rurouni Kenshin: Meiji Kenkaku Romantan,Manga,8.29,TV
28,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Manga,7.55,Movie
29,Akira,Manga,8.16,Movie
30,.hack//Sign,Original,6.95,TV
31,Aa! Megami-sama!,Manga,7.29,OVA
32,Aa! Megami-sama! (TV),Manga,7.32,TV
33,Tenshi Kinryouku,Manga,6.26,OVA
34,Kidou Tenshi Angelic Layer,Manga,7.26,TV
167,Love Hina,Manga,7.1,TV
35,Ai Yori Aoshi,Manga,7.1,TV
36,Appleseed (Movie),Manga,7.06,Movie
37,Arc the Lad,Game,6.51,TV
38,Avenger,Original,5.86,TV
39,Beck,Manga,8.29,TV
40,Blue Gender,Original,7.02,TV
41,Chobits,Manga,7.4,TV
42,Chrno Crusade,Manga,7.61,TV
591,Pia Carrot e Youkoso!!,Visual novel,5.97,OVA
5654,Bouken Gabotenjima,Unknown,6.37,TV
43,D.N.Angel,Manga,7.17,TV
44,D.C.: Da Capo,Visual novel,6.71,TV
45,DearS,Manga,6.55,TV
46,Rozen Maiden,Manga,7.41,TV
47,Rozen Maiden: Träumend,Manga,7.62,TV
48,Azumanga Daiou The Animation,4-koma manga,8.02,TV
168,Love Hina Again,Manga,7.21,OVA
49,Basilisk: Kouga Ninpou Chou,Manga,7.54,TV
50,Black Cat (TV),Manga,7.32,TV
51,Cluster Edge,Original,6.3,TV
52,Full Metal Panic!,Light novel,7.6,TV
53,Full Metal Panic? Fumoffu,Light novel,8.02,TV
54,Full Metal Panic! The Second Raid,Light novel,7.92,TV
184,Lodoss-tou Senki: Eiyuu Kishi Den,Novel,7.12,TV
7841,Dallyeola Majing-ga-X,Unknown,,Movie
55,Gakuen Alice,Manga,7.64,TV
56,Soukyuu no Fafner: Dead Aggressor,Original,7.26,TV
57,Mahou Shoujo Lyrical Nanoha,Original,7.42,TV
58,Mahou Shoujo Lyrical Nanoha A's,Original,7.97,TV
59,Shuffle!,Visual novel,7.02,TV
60,Kidou Senshi Gundam,Original,7.77,TV
61,Kidou Senshi Gundam: Dai 08 MS Shoutai,Original,8.01,OVA
2538,Hikaru no Go: New Year Special,Manga,7.28,Special
62,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Original,7.99,OVA
63,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Original,6.75,Movie
64,Kidou Senshi Gundam 0083: Stardust Memory,Original,7.23,OVA
65,Kidou Senshi Zeta Gundam,Original,7.91,TV
66,Kidou Senshi Gundam ZZ,Original,6.71,TV
67,Kidou Senshi Gundam: Gyakushuu no Char,Novel,7.68,Movie
68,Kidou Senshi Gundam F91,Original,6.61,Movie
2892,Ginga Tetsudou Monogatari: Eien e no Bunkiten,Original,6.71,TV
69,Kidou Senshi Victory Gundam,Original,6.8,TV
70,Shin Kidou Senki Gundam Wing,Original,7.68,TV
71,Shin Kidou Senki Gundam Wing: Endless Waltz,Original,7.73,OVA
72,Kidou Shinseiki Gundam X,Original,7.37,TV
73,Kidou Senshi Gundam SEED,Original,7.74,TV
74,Kidou Senshi Gundam SEED Destiny,Original,7.18,TV
833,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,Manga,6.85,Movie
75,Turn A Gundam,Original,7.79,TV
76,Kidou Butouden G Gundam,Original,7.59,TV
77,Last Exile,Original,7.79,TV
78,Mai-HiME,Original,7.41,TV
79,Mai-Otome,Original,7.28,TV
80,Shin Shirayuki-hime Densetsu Prétear,Manga,7.16,TV
4006,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,Unknown,5.98,Movie
81,Air,Visual novel,7.28,TV
82,Aishiteruze Baby★★,Manga,7.44,TV
83,Akazukin Chacha,Manga,7.57,TV
84,Ayashi no Ceres,Manga,7.18,TV
85,Boys Be...,Manga,6.4,TV
86,Hana yori Dango,Manga,7.59,TV
87,Ou Dorobou Jing,Manga,7.18,TV
88,Ou Dorobou Jing in Seventh Heaven,Manga,7.25,OVA
89,Bakuretsu Tenshi,Original,6.78,TV
17684,Longxia,Unknown,,Movie
90,Chuuka Ichiban!,Manga,7.59,TV
91,Corrector Yui,Original,7.1,TV
92,Chou Henshin Cosprayers,Original,4.81,TV
93,Uchuu no Stellvia,Original,7.36,TV
94,Sakigake!! Cromartie Koukou,Manga,7.89,TV
95,Ijigen no Sekai El-Hazard,Original,6.78,TV
96,Shinpi no Sekai El-Hazard (TV),Original,6.93,TV
1149,Jinshin Yuugi,Visual novel,5.68,OVA
97,Shinpi no Sekai El-Hazard,Original,7.26,OVA
98,Shinpi no Sekai El-Hazard Season 2,Original,6.78,OVA
99,Final Approach,Visual novel,6.51,TV
100,Fruits Basket,Manga,7.69,TV
101,Fullmetal Alchemist,Manga,8.11,TV
102,Full Moon wo Sagashite,Manga,7.94,TV
624,Harukanaru Toki no Naka de: Hachiyou Shou,Visual novel,7.0,TV
103,Fushigi Yuugi,Manga,7.61,TV
104,Fushigi Yuugi: Eikouden,Manga,6.8,OVA
105,Futakoi,Original,6.43,TV
106,Futakoi Alternative,Original,6.85,TV
107,Gate Keepers,Game,6.93,TV
108,Gate Keepers 21,Game,6.74,OVA
109,Gensoumaden Saiyuuki,Manga,7.54,TV
110,Saiyuuki Reload,Manga,7.37,TV
111,Saiyuuki Reload Gunlock,Manga,7.38,TV
1150,Sexfriend,Visual novel,6.68,OVA
113,Green Green,Visual novel,6.14,TV
114,Gunslinger Girl,Manga,7.39,TV
115,Hikaru no Go,Manga,8.07,TV
116,Hunter x Hunter,Manga,8.41,TV
117,Hunter x Hunter: Original Video Animation,Manga,8.31,OVA
118,Hunter x Hunter: Greed Island,Manga,8.18,OVA
119,Hunter x Hunter: Greed Island Final,Manga,8.25,OVA
120,Jinki:Extend,Manga,6.09,TV
121,Kamikaze Kaitou Jeanne,Manga,7.47,TV
122,Kannazuki no Miko,Manga,6.8,TV
123,Kanon,Visual novel,7.06,TV
124,Kareshi Kanojo no Jijou,Manga,7.59,TV
125,Kono Minikuku mo Utsukushii Sekai,Original,6.7,TV
126,Kimi ga Nozomu Eien,Visual novel,7.17,TV
127,Kita e.: Diamond Dust Drops,Visual novel,6.56,TV
128,Loveless,Manga,6.74,TV
129,Blood+,Original,7.61,TV
130,Re: Cutie Honey,Manga,7.12,OVA
131,Solty Rei,Original,7.29,TV
132,Juuni Kokuki,Novel,8.02,TV
133,Shaman King,Manga,7.75,TV
134,X/1999,Manga,6.57,Movie
135,X,Manga,7.39,TV
136,Mahou Sensei Negima!,Manga,6.93,TV
4516,Suika: Manatsu no Okurimono,Visual novel,5.84,OVA
138,Boukyaku no Senritsu,Manga,6.28,TV
139,"Ima, Soko ni Iru Boku",Original,7.6,TV
140,Peace Maker Kurogane,Manga,7.3,TV
141,Pita Ten,Manga,6.94,TV
142,Power Stone,Game,6.58,TV
143,Mononoke Hime,Original,8.66,Movie
144,RahXephon,Original,7.38,TV
185,Lodoss-tou Senki,Light novel,7.34,OVA
145,Samurai 7,Other,7.44,TV
146,Scrapped Princess,Light novel,7.38,TV
147,s.CRY.ed,Original,7.36,TV
148,Shingetsutan Tsukihime,Visual novel,6.81,TV
149,Slam Dunk,Manga,8.55,TV
150,Strange Dawn,Original,6.37,TV
151,Tactics,Manga,7.19,TV
194,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Visual novel,5.83,Movie
152,Tenjou Tenge,Manga,6.87,TV
153,Tokyo Underground,Manga,6.59,TV
154,Triangle Heart: Sweet Songs Forever,Visual novel,6.1,OVA
155,Tsubasa Chronicle,Manga,7.52,TV
156,Ultra Maniac,Manga,7.16,TV
157,Ultra Maniac OVA,Unknown,6.63,OVA
158,Vandread,Original,7.16,TV
337,GetBackers,Manga,7.57,TV
159,Vandread: The Second Stage,Original,7.39,TV
160,Tenkuu no Escaflowne,Original,7.66,TV
161,Whistle!,Manga,7.4,TV
162,Xenosaga The Animation,Game,6.33,TV
163,Initial D First Stage,Manga,8.34,TV
164,Initial D Second Stage,Manga,8.17,TV
165,Initial D Third Stage,Manga,7.91,Movie
166,Gosenzo San'e,Original,6.09,OVA
17685,Yi Zhi Xie,Unknown,,Movie
169,Love Hina Christmas Special: Silent Eve,Manga,7.31,TV Special
170,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Manga,7.18,TV Special
171,Maburaho,Light novel,6.73,TV
172,Macross Zero,Original,7.5,OVA
173,Onegai☆Teacher,Original,7.1,TV
174,Onegai☆Twins,Original,6.81,TV
175,Rizelmine,Manga,6.51,TV
176,Speed Grapher,Original,7.3,TV
867,Haja Taisei Dangaiou,Original,6.09,OVA
177,Sen to Chihiro no Kamikakushi,Original,8.77,Movie
178,Tenshi na Konamaiki,Manga,7.42,TV
179,Video Girl Ai,Manga,7.19,OVA
180,Wolf's Rain,Original,7.8,TV
181,Words Worth,Visual novel,6.73,OVA
182,Yumeria,Visual novel,6.08,TV
183,Samurai Champloo,Original,8.51,TV
8493,Hontou ni Atta,Original,5.85,OVA
186,R.O.D: Read or Die,Light novel,7.62,OVA
187,R.O.D: The TV,Manga,7.52,TV
188,Ranma ½,Manga,7.76,TV
189,Pure Mail,Visual novel,6.19,OVA
190,Project A-Ko,Original,6.86,Movie
191,Pia Carrot e Youkoso!!,Visual novel,5.97,OVA
192,Pia Carrot e Youkoso!! 2,Visual novel,6.1,OVA
193,Pia Carrot e Youkoso!! 2 DX,Visual novel,6.22,OVA
868,Makai Toshi Shinjuku,Novel,6.17,OVA
195,Shin Angel,Manga,6.24,OVA
196,Kidou Senkan Nadesico,Original,7.49,TV
197,Kidou Senkan Nadesico: The Prince of Darkness,Original,6.72,Movie
198,Kuro no Danshou,Visual novel,5.66,OVA
199,Mezzo Forte,Original,6.63,OVA
200,Mezzo DSA,Original,6.65,TV
201,Dragon Ball,Manga,7.97,TV
202,Dragon Ball GT,Manga,6.49,TV
8620,Gin no Otoko,Manga,5.06,OVA
203,Elfen Lied,Manga,7.47,TV
204,FLCL,Original,8.03,OVA
205,Jigoku Shoujo,Original,7.61,TV
206,Ninin ga Shinobuden,Manga,6.89,TV
207,Air Master,Manga,6.95,TV
208,Asagiri no Miko,Manga,6.1,TV
209,Cardcaptor Sakura,Manga,8.17,TV
210,Daa! Daa! Daa!,Manga,7.68,TV
211,Dan Doh!!,Manga,6.63,TV
1366,Nekojiru Gekijou Jirujiru Original,Manga,6.44,TV
212,Meitantei Conan,Manga,8.17,TV
213,E's Otherwise,Manga,6.59,TV
214,Koukyoushihen Eureka Seven,Original,8.05,TV
215,Rekka no Honoo,Manga,7.34,TV
216,Gankutsuou,Novel,8.13,TV
217,Genshiken,Manga,7.63,TV
218,Girls Bravo: First Season,Manga,6.37,TV
625,Ichigo 100%,Manga,6.62,TV
219,Gokusen,Manga,7.41,TV
220,Gravitation,Manga,6.92,TV
221,Agatha Christie no Meitantei Poirot to Marple,Novel,6.87,TV
222,Great Teacher Onizuka,Manga,8.69,TV
223,Groove Adventure Rave,Manga,7.21,TV
224,Harukanaru Toki no Naka de: Hachiyou Shou,Visual novel,7.0,TV
225,Ichigo 100%,Manga,6.62,TV
362,Maria-sama ga Miteru,Light novel,7.29,TV
226,Cowboy Bebop,Original,8.75,TV
227,Cowboy Bebop: Tengoku no Tobira,Original,8.38,Movie
228,Trigun,Manga,8.22,TV
229,Witch Hunter Robin,Original,7.24,TV
230,Bouken Ou Beet,Manga,6.93,TV
231,Eyeshield 21,Manga,7.92,TV
232,Hachimitsu to Clover,Manga,7.99,TV
392,Love Hina,Manga,7.1,TV
233,Hungry Heart: Wild Striker,Manga,7.55,TV
234,Initial D Fourth Stage,Manga,8.17,TV
235,Monster,Manga,8.88,TV
236,Naruto,Manga,7.99,TV
237,One Piece,Manga,8.72,TV
238,Tennis no Oujisama,Manga,7.85,TV
239,Ring ni Kakero 1,Manga,6.41,TV
5484,Shounen Santa no Daibouken!,Novel,,TV
240,School Rumble,Manga,7.89,TV
241,Sunabouzu,Manga,7.37,TV
242,Texhnolyze,Original,7.76,TV
243,Trinity Blood,Light novel,7.29,TV
244,Yakitate!! Japan,Manga,7.91,TV
245,Zipang,Manga,7.48,TV
393,Love Hina Again,Manga,7.21,OVA
246,Shinseiki Evangelion,Original,8.35,TV
247,Shinseiki Evangelion Movie: Shi to Shinsei,Original,7.47,Movie
248,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Original,8.55,Movie
249,Kenpuu Denki Berserk,Manga,8.58,TV
250,Koukaku Kidoutai,Manga,8.27,Movie
251,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Manga,8.7,OVA
252,Rurouni Kenshin: Meiji Kenkaku Romantan,Manga,8.29,TV
253,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Manga,7.55,Movie
254,Akira,Manga,8.16,Movie
255,.hack//Sign,Original,6.95,TV
256,Aa! Megami-sama!,Manga,7.29,OVA
257,Aa! Megami-sama! (TV),Manga,7.32,TV
258,Tenshi Kinryouku,Manga,6.26,OVA
259,Kidou Tenshi Angelic Layer,Manga,7.26,TV
663,B'T X,Manga,7.03,TV
260,Ai Yori Aoshi,Manga,7.1,TV
261,Appleseed (Movie),Manga,7.06,Movie
262,Arc the Lad,Game,6.51,TV
263,Avenger,Original,5.86,TV
264,Beck,Manga,8.29,TV
265,Blue Gender,Original,7.02,TV
266,Chobits,Manga,7.4,TV
267,Chrno Crusade,Manga,7.61,TV
681,Aa! Megami-sama! Movie,Original,7.54,Movie
268,D.N.Angel,Manga,7.17,TV
269,D.C.: Da Capo,Visual novel,6.71,TV
270,DearS,Manga,6.55,TV
271,Rozen Maiden,Manga,7.41,TV
272,Rozen Maiden: Träumend,Manga,7.62,TV
273,Azumanga Daiou The Animation,4-koma manga,8.02,TV
428,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Manga,7.55,Movie
274,Basilisk: Kouga Ninpou Chou,Manga,7.54,TV
275,Black Cat (TV),Manga,7.32,TV
276,Cluster Edge,Original,6.3,TV
277,Full Metal Panic!,Light novel,7.6,TV
278,Full Metal Panic? Fumoffu,Light novel,8.02,TV
279,Full Metal Panic! The Second Raid,Light novel,7.92,TV
485,Boys Be...,Manga,6.4,TV
280,Gakuen Alice,Manga,7.64,TV
281,Soukyuu no Fafner: Dead Aggressor,Original,7.26,TV
282,Mahou Shoujo Lyrical Nanoha,Original,7.42,TV
283,Mahou Shoujo Lyrical Nanoha A's,Original,7.97,TV
284,Shuffle!,Visual novel,7.02,TV
285,Kidou Senshi Gundam,Original,7.77,TV
286,Kidou Senshi Gundam: Dai 08 MS Shoutai,Original,8.01,OVA
3903,Mahou no Tenshi Creamy Mami: Curtain Call,Unknown,5.87,Music
287,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Original,7.99,OVA
288,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Original,6.75,Movie
289,Kidou Senshi Gundam 0083: Stardust Memory,Original,7.23,OVA
290,Kidou Senshi Zeta Gundam,Original,7.91,TV
291,Kidou Senshi Gundam ZZ,Original,6.71,TV
292,Kidou Senshi Gundam: Gyakushuu no Char,Novel,7.68,Movie
293,Kidou Senshi Gundam F91,Original,6.61,Movie
4080,Hoero! Bun Bun,Unknown,6.6,TV
294,Kidou Senshi Victory Gundam,Original,6.8,TV
295,Shin Kidou Senki Gundam Wing,Original,7.68,TV
296,Shin Kidou Senki Gundam Wing: Endless Waltz,Original,7.73,OVA
297,Kidou Shinseiki Gundam X,Original,7.37,TV
298,Kidou Senshi Gundam SEED,Original,7.74,TV
299,Kidou Senshi Gundam SEED Destiny,Original,7.18,TV
1072,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Music,8.13,Movie
300,Turn A Gundam,Original,7.79,TV
301,Kidou Butouden G Gundam,Original,7.59,TV
302,Last Exile,Original,7.79,TV
303,Mai-HiME,Original,7.41,TV
304,Mai-Otome,Original,7.28,TV
305,Shin Shirayuki-hime Densetsu Prétear,Manga,7.16,TV
4131,Tsuki Kagerou,Visual novel,5.4,OVA
306,Air,Visual novel,7.28,TV
307,Aishiteruze Baby★★,Manga,7.44,TV
308,Akazukin Chacha,Manga,7.57,TV
309,Ayashi no Ceres,Manga,7.18,TV
310,Boys Be...,Manga,6.4,TV
311,Hana yori Dango,Manga,7.59,TV
312,Ou Dorobou Jing,Manga,7.18,TV
313,Ou Dorobou Jing in Seventh Heaven,Manga,7.25,OVA
314,Bakuretsu Tenshi,Original,6.78,TV
20447,Dou Dao,Original,,ONA
315,Chuuka Ichiban!,Manga,7.59,TV
316,Corrector Yui,Original,7.1,TV
317,Chou Henshin Cosprayers,Original,4.81,TV
318,Uchuu no Stellvia,Original,7.36,TV
319,Sakigake!! Cromartie Koukou,Manga,7.89,TV
320,Ijigen no Sekai El-Hazard,Original,6.78,TV
321,Shinpi no Sekai El-Hazard (TV),Original,6.93,TV
1385,I''s,Manga,5.9,OVA
322,Shinpi no Sekai El-Hazard,Original,7.26,OVA
323,Shinpi no Sekai El-Hazard Season 2,Original,6.78,OVA
324,Final Approach,Visual novel,6.51,TV
325,Fruits Basket,Manga,7.69,TV
326,Fullmetal Alchemist,Manga,8.11,TV
327,Full Moon wo Sagashite,Manga,7.94,TV
486,Hana yori Dango,Manga,7.59,TV
328,Fushigi Yuugi,Manga,7.61,TV
329,Fushigi Yuugi: Eikouden,Manga,6.8,OVA
330,Futakoi,Original,6.43,TV
331,Futakoi Alternative,Original,6.85,TV
332,Gate Keepers,Game,6.93,TV
333,Gate Keepers 21,Game,6.74,OVA
334,Gensoumaden Saiyuuki,Manga,7.54,TV
335,Saiyuuki Reload,Manga,7.37,TV
336,Saiyuuki Reload Gunlock,Manga,7.38,TV
1386,Interlude,Visual novel,6.38,OVA
338,Green Green,Visual novel,6.14,TV
339,Gunslinger Girl,Manga,7.39,TV
340,Hikaru no Go,Manga,8.07,TV
341,Hunter x Hunter,Manga,8.41,TV
342,Hunter x Hunter: Original Video Animation,Manga,8.31,OVA
343,Hunter x Hunter: Greed Island,Manga,8.18,OVA
344,Hunter x Hunter: Greed Island Final,Manga,8.25,OVA
345,Jinki:Extend,Manga,6.09,TV
346,Kamikaze Kaitou Jeanne,Manga,7.47,TV
347,Kannazuki no Miko,Manga,6.8,TV
348,Kanon,Visual novel,7.06,TV
349,Kareshi Kanojo no Jijou,Manga,7.59,TV
350,Kono Minikuku mo Utsukushii Sekai,Original,6.7,TV
351,Kimi ga Nozomu Eien,Visual novel,7.17,TV
352,Kita e.: Diamond Dust Drops,Visual novel,6.56,TV
353,Loveless,Manga,6.74,TV
354,Blood+,Original,7.61,TV
355,Re: Cutie Honey,Manga,7.12,OVA
356,Solty Rei,Original,7.29,TV
357,Juuni Kokuki,Novel,8.02,TV
358,Shaman King,Manga,7.75,TV
359,X/1999,Manga,6.57,Movie
360,X,Manga,7.39,TV
361,Mahou Sensei Negima!,Manga,6.93,TV
5684,Anime Yasei no Sakebi,Unknown,5.97,TV
363,Boukyaku no Senritsu,Manga,6.28,TV
364,"Ima, Soko ni Iru Boku",Original,7.6,TV
365,Peace Maker Kurogane,Manga,7.3,TV
366,Pita Ten,Manga,6.94,TV
367,Power Stone,Game,6.58,TV
368,Mononoke Hime,Original,8.66,Movie
369,RahXephon,Original,7.38,TV
487,Ou Dorobou Jing,Manga,7.18,TV
22874,Tsuki no Musume,Original,,Movie
370,Samurai 7,Other,7.44,TV
371,Scrapped Princess,Light novel,7.38,TV
372,s.CRY.ed,Original,7.36,TV
373,Shingetsutan Tsukihime,Visual novel,6.81,TV
374,Slam Dunk,Manga,8.55,TV
375,Strange Dawn,Original,6.37,TV
376,Tactics,Manga,7.19,TV
488,Ou Dorobou Jing in Seventh Heaven,Manga,7.25,OVA
4132,Tsuma to Mama to Boin,Visual novel,6.64,OVA
377,Tenjou Tenge,Manga,6.87,TV
378,Tokyo Underground,Manga,6.59,TV
379,Triangle Heart: Sweet Songs Forever,Visual novel,6.1,OVA
380,Tsubasa Chronicle,Manga,7.52,TV
381,Ultra Maniac,Manga,7.16,TV
382,Ultra Maniac OVA,Unknown,6.63,OVA
383,Vandread,Original,7.16,TV
635,Hitsuji no Uta,Manga,6.15,OVA
384,Vandread: The Second Stage,Original,7.39,TV
385,Tenkuu no Escaflowne,Original,7.66,TV
386,Whistle!,Manga,7.4,TV
387,Xenosaga The Animation,Game,6.33,TV
388,Initial D First Stage,Manga,8.34,TV
389,Initial D Second Stage,Manga,8.17,TV
390,Initial D Third Stage,Manga,7.91,Movie
391,Gosenzo San'e,Original,6.09,OVA
26458,Ruins Seeker,Game,,OVA
394,Love Hina Christmas Special: Silent Eve,Manga,7.31,TV Special
395,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Manga,7.18,TV Special
396,Maburaho,Light novel,6.73,TV
397,Macross Zero,Original,7.5,OVA
398,Onegai☆Teacher,Original,7.1,TV
399,Onegai☆Twins,Original,6.81,TV
400,Rizelmine,Manga,6.51,TV
401,Cowboy Bebop,Original,8.75,TV
4200,Tsuma Shibori,Visual novel,7.09,OVA
402,Cowboy Bebop: Tengoku no Tobira,Original,8.38,Movie
403,Trigun,Manga,8.22,TV
404,Witch Hunter Robin,Original,7.24,TV
405,Bouken Ou Beet,Manga,6.93,TV
406,Eyeshield 21,Manga,7.92,TV
407,Hachimitsu to Clover,Manga,7.99,TV
408,Hungry Heart: Wild Striker,Manga,7.55,TV
489,Bakuretsu Tenshi,Original,6.78,TV
409,Initial D Fourth Stage,Manga,8.17,TV
410,Monster,Manga,8.88,TV
411,Naruto,Manga,7.99,TV
412,One Piece,Manga,8.72,TV
413,Tennis no Oujisama,Manga,7.85,TV
414,Ring ni Kakero 1,Manga,6.41,TV
415,School Rumble,Manga,7.89,TV
2442,Honoo no Toukyuuji: Dodge Danpei,Manga,7.38,TV
416,Sunabouzu,Manga,7.37,TV
417,Texhnolyze,Original,7.76,TV
418,Trinity Blood,Light novel,7.29,TV
419,Yakitate!! Japan,Manga,7.91,TV
420,Zipang,Manga,7.48,TV
421,Shinseiki Evangelion,Original,8.35,TV
422,Shinseiki Evangelion Movie: Shi to Shinsei,Original,7.47,Movie
423,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Original,8.55,Movie
424,Kenpuu Denki Berserk,Manga,8.58,TV
425,Koukaku Kidoutai,Manga,8.27,Movie
426,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Manga,8.7,OVA
427,Rurouni Kenshin: Meiji Kenkaku Romantan,Manga,8.29,TV
4201,Gunslinger Girl: Il Teatrino OVA,Manga,6.96,OVA
429,Akira,Manga,8.16,Movie
430,.hack//Sign,Original,6.95,TV
431,Aa! Megami-sama!,Manga,7.29,OVA
432,Aa! Megami-sama! (TV),Manga,7.32,TV
433,Tenshi Kinryouku,Manga,6.26,OVA
434,Kidou Tenshi Angelic Layer,Manga,7.26,TV
435,Ai Yori Aoshi,Manga,7.1,TV
436,Appleseed (Movie),Manga,7.06,Movie
437,Arc the Lad,Game,6.51,TV
438,Avenger,Original,5.86,TV
439,Beck,Manga,8.29,TV
440,Blue Gender,Original,7.02,TV
441,Chobits,Manga,7.4,TV
442,Chrno Crusade,Manga,7.61,TV
443,D.N.Angel,Manga,7.17,TV
444,D.C.: Da Capo,Visual novel,6.71,TV
445,DearS,Manga,6.55,TV
5807,Toilet no Hanako-san,Other,6.29,Movie
446,Rozen Maiden,Manga,7.41,TV
447,Rozen Maiden: Träumend,Manga,7.62,TV
448,Azumanga Daiou The Animation,4-koma manga,8.02,TV
449,Basilisk: Kouga Ninpou Chou,Manga,7.54,TV
450,Black Cat (TV),Manga,7.32,TV
451,Cluster Edge,Original,6.3,TV
512,GetBackers,Manga,7.57,TV
452,Full Metal Panic!,Light novel,7.6,TV
453,Full Metal Panic? Fumoffu,Light novel,8.02,TV
454,Full Metal Panic! The Second Raid,Light novel,7.92,TV
455,Gakuen Alice,Manga,7.64,TV
456,Soukyuu no Fafner: Dead Aggressor,Original,7.26,TV
457,Mahou Shoujo Lyrical Nanoha,Original,7.42,TV
465,Kidou Senshi Zeta Gundam,Original,7.91,TV
458,Mahou Shoujo Lyrical Nanoha A's,Original,7.97,TV
459,Shuffle!,Visual novel,7.02,TV
460,Kidou Senshi Gundam,Original,7.77,TV
461,Kidou Senshi Gundam: Dai 08 MS Shoutai,Original,8.01,OVA
462,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Original,7.99,OVA
463,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Original,6.75,Movie
464,Kidou Senshi Gundam 0083: Stardust Memory,Original,7.23,OVA
879,Kidou Shinsengumi Moeyo Ken TV,Game,6.12,TV
466,Kidou Senshi Gundam ZZ,Original,6.71,TV
467,Kidou Senshi Gundam: Gyakushuu no Char,Novel,7.68,Movie
468,Kidou Senshi Gundam F91,Original,6.61,Movie
469,Kidou Senshi Victory Gundam,Original,6.8,TV
470,Shin Kidou Senki Gundam Wing,Original,7.68,TV
471,Shin Kidou Senki Gundam Wing: Endless Waltz,Original,7.73,OVA
888,Marmalade Boy Movie,Unknown,7.29,Movie
472,Kidou Shinseiki Gundam X,Original,7.37,TV
473,Kidou Senshi Gundam SEED,Original,7.74,TV
474,Kidou Senshi Gundam SEED Destiny,Original,7.18,TV
475,Turn A Gundam,Original,7.79,TV
476,Kidou Butouden G Gundam,Original,7.59,TV
477,Last Exile,Original,7.79,TV
6301,Harimogu Harry,Original,,TV
478,Mai-HiME,Original,7.41,TV
479,Mai-Otome,Original,7.28,TV
480,Shin Shirayuki-hime Densetsu Prétear,Manga,7.16,TV
481,Air,Visual novel,7.28,TV
482,Aishiteruze Baby★★,Manga,7.44,TV
483,Akazukin Chacha,Manga,7.57,TV
484,Ayashi no Ceres,Manga,7.18,TV
490,Chuuka Ichiban!,Manga,7.59,TV
491,Corrector Yui,Original,7.1,TV
492,Chou Henshin Cosprayers,Original,4.81,TV
493,Uchuu no Stellvia,Original,7.36,TV
494,Sakigake!! Cromartie Koukou,Manga,7.89,TV
495,Ijigen no Sekai El-Hazard,Original,6.78,TV
496,Shinpi no Sekai El-Hazard (TV),Original,6.93,TV
1707,Lupin III: Honoo no Kioku - Tokyo Crisis,Manga,7.25,TV Special
